itin.|1
Alex.|1
13|1
ecula),|1
rēptum,|7
Quint.|1
69|1
H.|1
yos.|1
aero),|1
rubuī,|2
aerumna|1
rubus|1
thonis,|1
am,|1
ocis,|1
250,|1
19),|1
Coni.,|2
euge,|1
Amph.|1
1018|1
Evius),|1
polidis|1
caecias|1
daphnoides,|1
Plin.|9
15,|1
132|1
vāsī,|4
vāsum,|3
vānuī,|1
εκλιλνίζω|1
vulsum,|4
ire|2
versum,|3
vīluī,|2
vīnetum,|1
hibiscum|1
muī,|1
mitum,|1
cūtum,|1
āv,|1
īvi,|3
ārs,|1
Arsum,|1
exedo,|1
9,|3
1|4
ulis,|3
cucurrī|4
currī,|6
<B>exequior</B>,|1
<B>exequium</B>,|1
<B>exequor</B>|1
fundātus,|1
hērēdis|1
hibitum,|1
elecebra|1
lēgis|2
emoveo|1
ἀπο|1
νῦν|1
Orsus|1
Ordīrī,|1
orīrī,|1
ossis|1
palluī,|2
pānsum|2
factus,|3
perrēctus|1
pergīscī|1
pergī,|1
rīscī|1
pertis|2
am|3
exarcio,|1
exercio)|1
excreo),|1
sculpsī,|3
sculptum,|3
εκκολάπτω|1
execo,|1
exico),|1
Esilio),|1
stitī|1
sorbuī|1
expergo),|1
extasis)|1
sūxī,|2
tēnsum|3
timuī,|2
extulī|1
Adv.:|5
ūnctus,|2
eveho|1
fabulor,|1
īs,|2
faecis,|1
quorom|1
digiti|1
pollices|1
pedibus|1
intra|1
sunt|1
curvati,|1
similitudine|1
falcis|2
fefellī|1
farsī,|1
fartum,|1
fassus|1
faucis,|1
fāvī,|1
fautum,|1
facis,|1
fellis,|1
femoris|1
µάραθρον|1
secis,|1
fēnisecium),|1
Ocis|2
bācis|1
ferbuī,|3
fidei|1
iussī,|2
iussum,|2
felix)|1
cento|1
T.|1
Quinctius|1
Annaeus|2
flōris,|1
fluctuo|1
fēteo),|1
fētidus),|1
fētor),|1
fontis,|1
Fontis,|1
θύραζε|1
φορβή|1
et|1
etc.|1
φαλίς|1
θύρασι|1
ābl.,|1
fōvi,|1
fōtum,|2
ελαίου|1
τρυγία|1
frangi,|1
26|2
fraterculo|1
fraudis,|1
fremitum,|1
frēsum|1
<B>fretus</B>,|1
frictum|1
erigo|1
frīctum,|1
fringultio,|1
fringulio),|1
fronduī,|1
frondis,|1
frontis,|1
Sextus|2
gen.|1
nītus|1
nīscī|1
fruitus|1
frūgis,|1
fultum,|4
1.|8
futūrus,|1
fūris,|2
fera|1
furis,|1
fornax|1
I.|2
Intens.|1
iris,|1
χλωρός|1
galliciola),|1
Iunius|1
Gallio|1
