Callinipaza|Callinipaza=Cāllinipāza|0|||ae, f.|
Calliphana|Calliphăna=Cālliphăna|0|||ae, f.|
Callipia|Callĭpĭa=Cāllĭpĭa|0|||ae, f.|
Calloniana|Calloniāna=Cāllonĭāna|0|||ae, f.|
calycularia|călўcŭlārĭa|0|||ae, f.|
camelelasia|cămēlēlăsĭa|0|||ae, f.|
Canatha|Cănătha|0|||ae, f.|
canistraria|canistrāria=canīstrārĭa|0|||ae, f.|
cannucia|cannŭcĭa=cānnŭcĭa|0|||ae, f.|
cantharida|canthărĭda=cānthărĭda|0|||ae, f.|
Cantia|Cantĭa=Cāntĭa|0|||ae, f.|
Canusia|Cănŭsĭa|0|||ae, f.|
caphalaeota|căphălaeōta=căphălāeōta|0|||ae, m.|
Caphrena|Caphrena|0|||ae, f.|
Caphya|Caphya=Caphўa|0|||ae, f.|
Capidava|Capĭdăva|0|||ae, f.|
Cappadoca|Cappădŏca=Cāppădŏca|0|||ae, f.|
capsarara|capsārāra=cāpsārāra|0|||ae, f.|
capsaria|capsāria=cāpsārĭa|0|||ae, f.|
Carbania|Carbanĭa=Cārbanĭa|0|||ae, f.|
Carbia|Carbĭa=Cārbĭa|0|||ae, f.|
Carbula|Carbŭla=Cārbŭla|0|||ae, f.|
Carcathiocerta|Carcathiocerta=Cārcathĭocērta|0|||ae, f.|
Cardava|Cardava=Cārdava|0|||ae, f.|
cardimoma|cardĭmōma=cārdĭmōma|0|||ae, f.|
carentia|carentia=carēntĭa|0|||ae, f.|
Caretha|Carētha|0|||ae, f.|
caricula|cārĭcŭla|0|||ae, f.|
carisula|carīsula|0|||ae, f.|
caroenaria|caroenāria=carōenārĭa|0|||ae, f.|
Carrea|Carrea=Cārrĕa|0|||ae, f.|
carrobalista|carrŏbālista=cārrŏbālīsta|0|||ae, f.|
Cartana|Cartana=Cārtana|0|||ae, f.|
Carteria|Carterĭa=Cārterĭa|0|||ae, f.|
Cartima|Cartima=Cārtima|0|||ae, f.|
